id,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,rooms,squareFootage,lotSize,yearBuilt,lastSaleDate,lastSaleAmount,priorSaleDate,priorSaleAmount,estimated_value
43185602,501 E 1st Ave,Denver,CO,80203,39.718557,-104.981284,3,2,10,2199,3200,1901,2003-07-21,302000,,,541969
13104857,357 N Grant St,Denver,CO,80203,39.722021,-104.984118,5,5,12,2200,5100,1888,2016-04-05,600000,2011-08-15,325000,971318
4761932,565 N Pennsylvania St,Denver,CO,80203,39.725299,-104.981468,3,2,6,1433,3910,1904,2014-12-19,470000,2005-07-10,333500,613504
51318421,80 N Washington St,Denver,CO,80203,39.717977,-104.978813,3,4,6,1689,3121,1900,2009-11-12,325000,,,730133
1152290,281 N Sherman St,Denver,CO,80203,39.720779,-104.985278,3,3,8,2202,3225,1890,2017-07-14,636500,2005-07-10,412000,662854
30446962,315 N Sherman St,Denver,CO,80203,39.721291,-104.98535,2,1,5,923,3120,1900,2015-05-21,365000,2007-07-14,259900,446065
140073814,51 N Pennsylvania St,Denver,CO,80203,39.717448,-104.981778,3,2,6,1180,4690,1890,1998-09-29,167500,,,531748
1930602,366 N Washington St,Denver,CO,80203,39.722137,-104.978415,2,3,9,1180,3930,1911,2012-10-15,332000,2004-12-13,290000,568113
150530933,1208 N Logan St,Denver,CO,80203,39.73544,-104.981949,3,2,7,1436,3870,1886,2011-04-04,263950,,,513652
51079536,322 N Lincoln St,Denver,CO,80203,39.721422,-104.985903,5,1,8,1694,3870,1905,2000-09-19,215000,,,643885
30585187,90 N Pearl St,Denver,CO,80203,39.718163,-104.979964,2,3,8,2206,3870,1901,2011-05-19,399900,2011-03-23,0,737439
11095084,147 N Sherman St,Denver,CO,80203,39.719199,-104.985245,3,3,10,2462,3650,1887,2014-08-11,459000,2007-01-08,360000,755588
23000198,1066 N Pennsylvania St,Denver,CO,80203,39.733244,-104.980702,3,3,11,2463,4750,1887,2013-05-29,585000,2008-06-09,438000,787404
28612740,721 E 2nd Ave,Denver,CO,80203,39.719535,-104.978464,2,2,4,929,4250,1928,2008-07-14,222000,,,490124
43076822,86 N Pearl St,Denver,CO,80203,39.718079,-104.979964,3,3,8,1953,3744,1900,2012-11-08,388000,2003-03-31,357000,599263
51132684,245 N Sherman St,Denver,CO,80203,39.720278,-104.985346,4,4,10,3233,9375,1900,2000-06-02,455000,,,1140322
10339549,1143 N Logan St,Denver,CO,80203,39.734482,-104.982646,4,4,9,2466,6250,1879,2017-06-01,850000,2015-09-16,722000,950793
184292323,1022 N Washington St,Denver,CO,80203,39.732474,-104.978402,3,2,10,2722,5530,1886,2014-11-04,257500,,92800,336762
184333309,137 N Sherman St,Denver,CO,80203,39.719063,-104.985339,4,2,8,2722,6250,1911,2013-09-30,525000,,,957515
51038244,312 N Lincoln St,Denver,CO,80203,39.721253,-104.985901,5,1,8,1700,3810,1905,1999-12-29,150000,1999-08-25,160000,534923
39529322,1055 N Washington St,Denver,CO,80203,39.73306,-104.978999,3,2,7,1702,3192,1885,2016-06-20,475000,2010-07-30,290000,556464
43123131,472 N Washington St,Denver,CO,80203,39.723836,-104.97843,3,2,6,1448,4150,1904,2003-08-12,365000,1998-12-16,227000,600154
1152300,52 N Lincoln St,Denver,CO,80203,39.717513,-104.985884,3,2,8,2472,6250,1890,2013-04-22,480000,2005-05-27,412000,725753
696124,515 E 2nd Ave,Denver,CO,80203,39.719572,-104.981069,3,1,5,940,2810,1902,2016-10-17,440000,2005-08-09,280000,506607
51444086,1059 N Washington St,Denver,CO,80203,39.73313,-104.978996,3,3,6,1452,3192,1900,2012-09-24,277500,1999-05-06,240000,622652
14916669,67 N Grant St,Denver,CO,80203,39.717728,-104.984138,3,2,7,1708,3450,1886,2014-06-26,471850,2007-10-07,408250,662779
26071616,1537 N Washington St,Denver,CO,80203,39.740723,-104.979045,4,3,8,2732,4690,1892,2012-12-06,450000,2011-08-19,215000,726188
23707649,1760 N Washington St,Denver,CO,80203,39.744409,-104.978424,4,2,6,1197,2770,1902,2016-10-03,450000,2013-10-31,332000,480305
143707379,24 N Pearl St,Denver,CO,80203,39.716971,-104.979977,2,1,4,943,3119,1895,2009-07-27,277000,,,503829
39710449,454 N Pennsylvania St,Denver,CO,80203,39.723583,-104.980814,3,3,6,1200,4170,1916,2016-07-13,596500,2004-02-23,345000,697785
148176377,425 N Pennsylvania St,Denver,CO,80203,39.723159,-104.98146,2,2,5,1456,4690,1913,2010-12-20,325000,,,581592
49454336,1650 N Pennsylvania St # 1,Denver,CO,80203,39.742696,-104.980682,3,2,8,1968,3134,1896,2001-06-20,90000,,,601385
1930598,205 N Logan St,Denver,CO,80203,39.719514,-104.982911,4,3,7,2736,4380,1890,2015-03-02,450000,2005-01-26,433000,862537
4494694,474 N Pearl St,Denver,CO,80203,39.72394,-104.979667,5,3,11,1969,4160,1916,2005-05-13,375000,,,593063
5252804,17 N Sherman St,Denver,CO,80203,39.716939,-104.985374,2,1,5,946,3310,1892,2005-08-08,245000,2002-09-05,207000,443166
51064417,1718 N Washington St,Denver,CO,80203,39.743664,-104.978428,2,1,5,946,2770,1890,1999-11-18,130000,,,399710
39694213,79 N Washington St,Denver,CO,80203,39.717875,-104.979453,2,2,7,947,4245,1900,2017-03-23,573750,2005-08-15,326000,584027
24536342,950 N Lincoln St,Denver,CO,80203,,,3,2,10,2740,3140,1910,2015-10-29,1400000,1991-11-21,74100,716696
7308347,314 N Grant St,Denver,CO,80203,39.721335,-104.983468,2,2,6,949,4687,1924,2012-12-06,335500,2005-10-10,295500,544129
140073812,71 N Pennsylvania St,Denver,CO,80203,,,2,1,5,950,4690,1895,2016-01-21,330000,1995-05-26,,466582
147110365,1753 N Washington St,Denver,CO,80203,39.744274,-104.97904,2,2,5,1462,3130,1906,2009-12-14,70000,,,564445
27011127,1040 N Pennsylvania St,Denver,CO,80203,39.732875,-104.980701,9,5,15,4279,6454,1889,2008-11-13,785000,,,1533871
39522553,407 N Pearl St,Denver,CO,80203,39.722751,-104.980241,2,2,5,1208,4370,1914,2009-06-23,405500,2004-03-16,350000,694938
46278019,1143 N Washington St,Denver,CO,80203,39.734684,-104.97903,3,5,10,3000,6250,1886,2015-12-10,815000,2002-08-20,262500,1072512
51081824,1736 N Washington St,Denver,CO,80203,39.744,-104.978427,4,4,9,2489,2775,1900,2014-06-10,490000,2006-12-07,310000,896609
14690122,300 N Sherman St,Denver,CO,80203,39.721095,-104.984675,2,2,5,954,4250,1924,2012-10-26,420000,2007-08-28,357000,594583
49257485,323 E 2nd Ave,Denver,CO,80203,39.719499,-104.983093,3,3,6,1722,1400,1890,2009-09-15,326500,2001-04-09,255000,513928
1930594,258 N Grant St,Denver,CO,80203,39.72043,-104.983481,3,3,7,1722,3906,1888,2012-09-17,360674,2012-05-07,277000,717151
25743111,36 N Sherman St,Denver,CO,80203,39.717214,-104.984661,3,3,7,1978,4599,1896,1998-09-08,175000,,,569915
14690115,320 N Grant St,Denver,CO,80203,39.721437,-104.983467,2,2,5,955,4687,1924,2014-08-05,425000,2014-06-02,380000,582678
39561758,93 N Washington St,Denver,CO,80203,39.718155,-104.979369,2,1,4,955,2751,1905,2004-09-28,252500,,,442205
49457749,221 E 3rd Ave,Denver,CO,80203,39.721186,-104.984267,2,1,5,955,4250,1924,2015-05-22,412200,2001-12-31,202500,464948
184333282,330 N Sherman St,Denver,CO,80203,39.721559,-104.984675,2,2,4,955,4250,1924,2015-05-15,448000,1993-11-01,43000,559089
14916673,336 N Sherman St,Denver,CO,80203,39.721652,-104.984674,2,1,5,955,4250,1924,2014-05-21,370000,2007-09-28,309900,554453
15987720,875 N Pennsylvania St,Denver,CO,80203,39.73011,-104.981466,7,4,12,4283,5867,1909,2008-12-12,506545,2008-08-20,0,1243350
10333247,505 E 5th Ave,Denver,CO,80203,39.724273,-104.980917,2,2,6,956,2947,1932,2011-08-19,320000,2008-07-23,290000,488665
46306289,517 E 5th Ave,Denver,CO,80203,39.724272,-104.980695,2,2,6,956,2366,1932,2012-12-24,313000,2009-08-28,261500,506816
7308084,351 N Grant St,Denver,CO,80203,39.721926,-104.98412,2,2,5,956,4325,1924,2014-12-12,436500,2011-06-14,305500,558898
184309483,39 N Sherman St,Denver,CO,80203,39.717242,-104.98537,3,3,6,1724,5690,1896,1998-01-06,159900,,,565498
43040116,318 N Sherman St,Denver,CO,80203,39.721373,-104.984675,2,1,5,958,4250,1924,2003-11-25,257000,2000-05-17,211000,493633
51142068,342 N Sherman St,Denver,CO,80203,39.721744,-104.984676,2,2,5,958,4250,1924,2000-04-10,134700,,,571829
150305465,321 N Grant St,Denver,CO,80203,39.721463,-104.984118,2,1,5,958,4250,1924,2017-07-17,544000,2016-11-04,0,552577
13104858,327 N Washington St,Denver,CO,80203,39.721544,-104.979074,3,3,5,1470,4690,1906,2016-04-21,599900,2011-10-21,308000,577555
51145210,109 N Logan St,Denver,CO,80203,39.718574,-104.982967,4,4,15,3006,4625,1901,2016-05-31,870000,1999-09-14,295000,969961
15441316,315 N Grant St,Denver,CO,80203,39.721371,-104.984117,2,1,5,959,4250,1924,2012-08-17,327100,2007-10-16,310000,506968
21568299,441 N Pennsylvania St,Denver,CO,80203,39.723365,-104.981463,2,2,6,1215,4690,1921,2008-06-02,450000,,,673523
231003,73 N Lincoln St,Denver,CO,80203,39.717789,-104.986585,5,4,8,3263,6125,1900,2008-11-25,368000,2008-09-22,0,916819
39610335,306 N Sherman St,Denver,CO,80203,39.721188,-104.984675,2,2,5,960,4250,1924,2014-11-20,460000,2004-05-13,309500,601591
1930596,345 N Grant St,Denver,CO,80203,39.721834,-104.984118,2,1,5,960,4250,1924,2013-06-25,345000,2005-04-06,282000,564036
2490308,339 N Grant St,Denver,CO,80203,39.721742,-104.984118,2,2,5,960,4250,1924,2012-09-14,333500,2004-10-29,256500,558178
39794105,352 N Sherman St,Denver,CO,80203,39.721931,-104.984676,2,1,5,960,4390,1924,2004-09-09,300000,,,503087
49303639,46 N Washington St,Denver,CO,80203,39.71736,-104.978824,2,1,4,1216,3904,1890,2010-06-01,245000,2001-06-06,249000,485840
184702563,57 N Pearl St,Denver,CO,80203,39.717552,-104.980614,3,2,7,1728,4551,1905,1998-06-05,249000,,,644647
43129149,1142 N Pearl St,Denver,CO,80203,39.734548,-104.979543,6,4,14,4032,6250,1907,2010-11-01,465000,2009-04-28,512500,1174114
4486708,441 N Pearl St,Denver,CO,80203,39.723256,-104.980248,3,4,9,2241,4690,1901,2005-03-22,625000,,,785455
184702617,362 N Pearl St,Denver,CO,80203,39.722075,-104.979646,2,2,5,962,3910,1916,2016-01-06,360000,,90300,477215
153585827,89 N Sherman St,Denver,CO,80203,39.71815,-104.985274,2,2,5,962,1960,1896,2015-12-14,388500,2011-02-15,213000,411939
43166708,266 N Sherman St,Denver,CO,80203,39.720552,-104.984672,4,2,8,2242,5625,1890,2013-03-07,465000,2003-07-03,289000,695213
43031914,430 N Pennsylvania St,Denver,CO,80203,39.723156,-104.980808,2,1,5,963,4690,1929,2003-02-03,190000,,,480663
43244426,528 E 1st Ave,Denver,CO,80203,39.718121,-104.980773,4,3,7,1988,2414,1901,2017-05-11,584000,2012-05-30,415000,638574
51256296,515 N Pearl St,Denver,CO,80203,39.724452,-104.980238,2,2,5,1479,4375,1916,2000-03-14,223600,2000-03-14,223600,557935
7308342,231 N Lincoln St,Denver,CO,80203,39.719977,-104.986574,2,1,5,968,3125,1888,2010-06-07,229000,2008-11-21,226000,427932
39791815,1235 N Pennsylvania St,Denver,CO,80203,39.735811,-104.981427,4,5,15,3529,6250,1904,2011-10-19,620000,2004-10-12,485000,858682
1930593,89 N Washington St,Denver,CO,80203,39.718064,-104.979451,2,1,4,970,4248,1905,2013-06-18,352000,2007-06-29,335000,512836
43140759,260 N Sherman St,Denver,CO,80203,39.720451,-104.984671,4,2,9,1482,3437,1905,2017-01-05,532000,2003-07-25,314000,558446
23320685,142 N Grant St,Denver,CO,80203,39.7191,-104.983474,4,3,8,1738,4375,1890,2009-11-24,430000,2000-11-27,350000,643430
43037846,1750 N Washington St,Denver,CO,80203,39.744188,-104.978426,4,3,10,2506,4160,1900,2013-10-31,629000,2003-10-06,389900,1064575
184339690,240 N Sherman St,Denver,CO,80203,39.720144,-104.98467,2,3,6,1996,3906,1920,2014-08-04,491000,1984-07-01,92900,706236
43093026,456 E 5th Ave,Denver,CO,80203,39.723961,-104.981609,2,2,5,975,2250,1906,2012-06-21,353500,2003-07-01,296000,525859
10333252,521 N Pearl St,Denver,CO,80203,39.72455,-104.980241,3,1,7,1232,4375,1924,2006-03-11,339900,2000-08-18,277000,563841
19113696,16 N Pennsylvania St,Denver,CO,80203,39.716831,-104.981136,3,3,6,1488,4162,1905,2008-03-04,395000,,,609981
1152292,57 N Grant St,Denver,CO,80203,39.717567,-104.984142,4,3,7,2259,4370,1900,2014-03-10,610000,2013-06-21,359000,852480
5252802,100 N Lincoln St,Denver,CO,80203,39.719062,-104.98668,2,4,9,2259,6250,1900,2014-11-21,430000,2005-09-08,354900,790723
140073813,68 N Pennsylvania St,Denver,CO,80203,39.717782,-104.981125,2,1,5,980,4187,1908,2016-10-27,400000,1995-07-06,73500,435961
51179215,1118 N Washington St,Denver,CO,80203,39.734083,-104.978402,3,2,8,2260,4162,1887,1999-10-01,150000,,,584798
24536344,739 N Sherman St,Denver,CO,80203,39.728029,-104.985236,4,4,12,3028,3130,1889,2007-04-19,303650,,,693427
11586526,1827 N Pearl St,Denver,CO,80203,39.745385,-104.980179,4,4,8,2006,3125,1889,2014-03-03,477900,2006-09-27,490000,786890
7308346,364 N Sherman St,Denver,CO,80203,39.7221,-104.984676,3,2,8,2006,3787,1910,2005-11-29,315000,1998-11-16,198500,516075
51212128,15 N Grant St,Denver,CO,80203,39.716832,-104.984151,5,2,9,2262,5700,1921,2001-08-09,270000,2001-06-08,0,561458
30579399,1160 N Logan St,Denver,CO,80203,39.734848,-104.981935,4,4,10,3030,4687,1893,2011-04-18,550000,2007-01-23,505000,1113834
22427760,365 N Lincoln St,Denver,CO,80203,39.722183,-104.986577,4,2,7,1496,3120,1890,1998-11-20,164900,,,486487
21263657,408 E 1st Ave,Denver,CO,80203,39.718145,-104.982228,2,2,7,1498,2014,1890,2008-06-19,278250,2007-07-06,0,469941
144046732,536 N Logan St,Denver,CO,80203,39.724822,-104.982052,3,3,6,1498,3910,1906,1998-12-04,200000,,,586572
14690121,420 E 1st Ave,Denver,CO,80203,39.718145,-104.982118,2,2,6,1498,2020,1890,2014-04-15,381000,2007-08-29,347500,521370
1152299,244 N Grant St,Denver,CO,80203,39.720258,-104.983483,4,3,8,2266,3906,1882,2016-08-31,475000,2005-06-03,360000,537480
7716577,139 N Grant St,Denver,CO,80203,39.719195,-104.98402,4,4,8,2266,3865,1884,2006-03-28,395000,,,673721
39548559,224 N Sherman St,Denver,CO,80203,39.719898,-104.98467,4,2,7,1499,3125,1890,2004-03-19,340000,2001-03-28,293000,537737
51138584,14 N Pearl St,Denver,CO,80203,39.716824,-104.979979,1,2,5,2267,3994,1895,2000-07-13,267500,2004-05-11,47500,560032
7739458,618 N Pearl St,Denver,CO,80203,39.726029,-104.97963,3,2,7,1500,3125,1903,2016-03-10,545000,2013-10-31,399900,551017
30784780,117 E 2nd Ave,Denver,CO,80203,39.719544,-104.985739,3,2,7,1500,1953,1900,2011-08-12,285000,2011-06-13,0,514611
9523934,338 N Lincoln St,Denver,CO,80203,39.721695,-104.985905,2,1,5,989,3910,1922,2017-06-26,420000,2007-08-16,410000,531667
26303845,260 N Lincoln St,Denver,CO,80203,39.720523,-104.985906,4,4,8,1758,3125,1890,2011-06-16,275500,2010-09-09,0,550121
184702585,2 N Grant St,Denver,CO,80203,39.716691,-104.983454,2,2,6,1760,5850,1890,2000-10-03,250000,1988-07-14,,564508
28612559,1230 N Pennsylvania St,Denver,CO,80203,39.735823,-104.980698,3,3,8,2016,4687,1887,2008-10-15,528000,2007-09-18,250000,675920
39561299,920 N Pennsylvania St,Denver,CO,80203,39.730905,-104.980677,6,6,14,4832,7812,1903,2005-04-18,505000,,,1624376
184756667,520 E 5th Ave,Denver,CO,80203,39.723942,-104.980255,2,1,5,994,4160,1939,2008-12-31,298000,2006-10-12,260000,493347
30784785,101 E 2nd Ave,Denver,CO,80203,39.719545,-104.986073,3,3,7,1506,1953,1900,2015-09-08,415375,2002-06-18,325000,517267
30784779,111 E 2nd Ave,Denver,CO,80203,39.719545,-104.98585,3,1,6,1506,1953,1900,1999-09-27,207000,,,462537
9248663,740 N Washington St,Denver,CO,80203,39.72813,-104.978428,6,6,11,5603,7160,1893,2014-06-02,1074000,2011-06-07,1070000,1634149
16833923,131 N Sherman St,Denver,CO,80203,39.718925,-104.985338,8,4,16,4068,6250,1890,2009-12-01,555000,2008-01-31,500000,1169936
184750250,450 E 9th Ave,Denver,CO,80203,39.7303,-104.98158,7,4,11,5092,6633,1908,2012-04-19,925000,,,1700159
15441315,44 N Pearl St,Denver,CO,80203,39.717311,-104.979973,2,1,5,997,3119,1900,2015-12-08,410000,2013-11-20,255000,490733
49037643,445 N Washington St,Denver,CO,80203,39.723355,-104.979077,2,2,5,998,4690,1906,2001-10-04,274500,,,503131
43092820,455 N Pearl St,Denver,CO,80203,39.72356,-104.980251,3,2,6,998,4690,1906,2003-05-01,265000,,,477766
27343403,256 N Lincoln St,Denver,CO,80203,39.720453,-104.985905,4,2,8,1766,3125,1890,2004-06-25,243700,2000-10-30,248500,537300
51217248,1141 N Washington St,Denver,CO,80203,39.734548,-104.979029,5,8,20,3559,6250,1886,2013-02-21,638000,2000-05-23,395000,1230098
184741817,544 N Logan St,Denver,CO,80203,39.724985,-104.982054,4,5,9,2280,3906,1901,2014-08-12,633500,2013-05-21,392500,987935
147814512,930 N Pearl St,Denver,CO,80203,39.73102,-104.979517,6,4,10,4329,6250,1896,2008-03-17,726900,,,1328175
43165026,703 E 1st Ave,Denver,CO,80203,39.718507,-104.978962,2,2,6,1258,2400,1898,2015-07-15,440000,2012-06-20,328000,517851
23320686,123 N Grant St,Denver,CO,80203,39.718832,-104.984105,4,3,11,1770,4687,1886,1998-06-16,193000,,,560255
48947903,31 N Sherman St,Denver,CO,80203,39.717124,-104.985372,5,1,8,2026,5120,1900,2001-10-03,276000,1998-11-05,43000,562635
10339552,1253 N Pearl St,Denver,CO,80203,39.736085,-104.980184,5,4,10,2282,6225,1905,2016-05-16,740000,2005-12-13,447500,783454
14916609,624 E 12th Ave,Denver,CO,80203,39.734965,-104.97918,3,3,7,1771,2080,1900,2014-11-24,597500,2007-08-08,367000,671104
48951581,56 N Logan St,Denver,CO,80203,39.717624,-104.982284,2,2,9,1516,4685,1905,2001-11-05,260000,,,562410
184309589,396 N Washington St,Denver,CO,80203,39.72223,-104.978416,3,1,6,1261,4990,1890,2012-11-05,180000,,,546123
16833922,135 N Logan St,Denver,CO,80203,39.719025,-104.982944,4,3,9,2285,4162,1895,2013-10-03,493000,2008-02-11,419000,747490
205474028,1071 N Washington St,Denver,CO,80203,,,1,1,4,750,1013,1888,2012-11-26,203000,2008-11-19,161000,350965
21434099,82 N Logan St,Denver,CO,80203,39.718024,-104.982281,2,1,5,1519,3123,1900,2013-06-04,432500,1999-09-28,188500,548725
5252803,44 N Logan St,Denver,CO,80203,39.717357,-104.982286,3,2,7,1775,3905,1900,2016-07-12,620000,2010-06-09,410000,706583
51504923,664 N Washington St,Denver,CO,80203,39.726853,-104.978409,5,5,15,3567,11220,1904,2010-06-30,710000,1999-08-27,500000,1637867
19768007,562 N Pennsylvania St,Denver,CO,80203,39.725304,-104.980832,2,1,5,1264,4687,1896,2014-06-12,377913,2009-07-06,316900,512375
1930592,46 N Pearl St,Denver,CO,80203,39.717396,-104.97997,3,2,6,1264,4678,1900,2010-07-16,354500,2005-07-06,280000,547859
23426617,437 E 2nd Ave,Denver,CO,80203,39.719603,-104.981633,5,2,8,2544,6100,1912,2016-08-09,625000,2008-04-22,517500,826534
184298560,841 N Washington St,Denver,CO,80203,39.729829,-104.979094,4,4,7,4337,6250,1891,1998-07-20,402500,,,1296769
9248658,754 E 7th Ave,Denver,CO,80203,39.72709,-104.978027,3,4,8,2803,2505,1900,2017-05-04,865000,2013-06-18,830500,970837
51221876,715 E 5th Ave,Denver,CO,80203,39.724272,-104.978274,1,1,3,756,2066,1891,2015-03-18,205000,2000-09-08,164000,349473
25743048,62 N Washington St,Denver,CO,80203,39.717818,-104.978815,3,3,6,1269,4681,1896,2016-10-17,525000,2014-09-23,430000,571983
184293857,946 N Washington St,Denver,CO,80203,39.731291,-104.978384,4,4,13,2293,5535,1896,2016-09-13,415000,2014-01-07,0,497503
30712714,243 N Pennsylvania St,Denver,CO,80203,39.720139,-104.981766,2,1,5,1014,4687,1903,2007-06-13,274000,2006-05-17,192600,483537
39629839,420 N Pennsylvania St,Denver,CO,80203,39.722965,-104.980806,2,2,6,1270,4170,1915,2011-07-21,344000,2004-07-08,353000,613562
184293908,817 N Pearl St,Denver,CO,80203,39.729475,-104.980249,4,4,11,3830,4690,1904,2014-03-25,1075000,2005-03-04,1175000,1623465
46249915,361 N Grant St,Denver,CO,80203,39.722104,-104.98412,2,1,4,760,3125,1945,2016-05-03,360000,2013-04-22,250000,384038
1152293,77 N Pennsylvania St,Denver,CO,80203,39.717935,-104.981771,2,3,5,1272,4690,1895,2010-04-05,295000,2007-06-22,290000,516432
184341424,123 N Logan St,Denver,CO,80203,39.718774,-104.982943,4,3,11,2296,5375,1890,1998-02-01,170000,,,549865
39597096,713 E 1st Ave,Denver,CO,80203,39.718506,-104.97874,2,3,5,1273,2325,1898,2011-11-08,310000,2005-07-19,275000,540929
24536338,727 N Washington St,Denver,CO,80203,39.727787,-104.979141,8,5,13,6649,13300,1911,2008-08-07,1250000,,,2093118
26376379,83 N Washington St,Denver,CO,80203,39.717969,-104.979452,2,2,5,1275,4248,1900,2015-12-21,439000,2011-03-16,327000,573853
16274829,85 N Sherman St,Denver,CO,80203,39.718084,-104.985356,2,2,5,1276,3062,1896,2008-01-08,260000,,,480499
184303646,1330 N Logan St,Denver,CO,80203,39.737473,-104.981972,2,1,7,2300,3120,1898,1997-10-21,66600,,,568534
14690116,466 N Pearl St,Denver,CO,80203,39.72376,-104.97963,2,1,4,765,4160,1924,2007-09-09,250000,,,447279
7561065,74 N Sherman St,Denver,CO,80203,39.717889,-104.984652,4,3,8,2046,4090,1886,2012-12-19,362884,2012-11-06,0,555957
4218860,961 Xavier St,Denver,CO,80204,39.732386,-105.050194,2,1,4,768,6050,1952,2016-06-14,188000,2008-10-22,0,271951
26370550,461 Stuart St,Denver,CO,80204,39.724111,-105.04305,2,1,4,768,7010,1953,2016-08-19,210500,2014-06-09,145000,226112
147470377,985 Xavier St,Denver,CO,80204,39.732796,-105.050192,2,1,4,768,6050,1951,2014-03-27,140000,2007-04-25,,273110
144726337,1415 Winona Ct,Denver,CO,80204,39.738871,-105.04785,2,2,5,768,6250,1942,1998-07-15,116000,,,397203
18720034,920 Winona Ct,Denver,CO,80204,39.731744,-105.047192,2,2,4,768,6250,1954,2001-07-26,153900,2001-02-23,0,315421
184305450,1266 Newton St,Denver,CO,80204,39.735958,-105.0366,2,1,5,768,6250,1921,2015-08-03,245000,2009-12-15,0,356033
17021644,738 Quitman St,Denver,CO,80204,39.729008,-105.040231,2,1,4,768,4700,1912,1999-11-29,76000,,,279902
22857128,735 Irving St,Denver,CO,80204,39.728466,-105.030409,2,1,4,768,6260,1951,2011-09-07,77250,2011-04-29,0,262416
1914422,961 Yates St,Denver,CO,80204,39.732399,-105.051358,3,1,5,1024,6350,1951,2004-07-19,165000,,,278687
184303914,1115 W 10th Ave,Denver,CO,80204,39.732382,-105.001985,3,2,6,1280,7120,1886,2000-05-10,195000,,,472782
1026768,1020 Kalamath St,Denver,CO,80204,39.73257,-104.99972,3,1,6,1280,3740,1890,2007-09-01,228000,2002-05-30,178900,402703
51267190,1573 Vrain St,Denver,CO,80204,39.741896,-105.046706,3,2,6,1536,6250,1998,2011-11-14,285000,,,524707
10231090,4600 W 16th Ave,Denver,CO,80204,39.742032,-105.046706,2,2,5,1536,6250,1998,2009-03-24,258740,2006-04-14,235250,523309
1152064,1620 Zenobia St,Denver,CO,80204,39.742312,-105.051789,3,3,6,1792,9000,1951,2004-07-13,300000,,,614152
1744609,830 Newton St,Denver,CO,80204,39.729898,-105.037019,6,2,9,1792,5870,1923,2012-04-26,139900,2011-12-15,0,342891
54261188,739 Osceola St,Denver,CO,80204,39.728949,-105.038686,2,1,4,769,5870,1927,2012-08-30,83000,2012-05-08,75000,313083
41098537,1459 Newton St,Denver,CO,80204,39.739526,-105.037324,2,1,5,1025,4960,1908,1999-01-28,117500,,,384078
13776086,865 Perry St,Denver,CO,80204,39.730469,-105.039792,2,1,5,1025,6270,1948,2013-10-14,118500,2008-06-13,51500,294782
46133807,761 Meade St,Denver,CO,80204,39.729337,-105.036498,3,1,5,1025,6840,1952,2011-08-29,143000,2011-04-06,69300,340425
184756605,1595 King St,Denver,CO,80204,39.742556,-105.03342,2,2,4,1025,7600,1952,2017-03-28,595000,1983-01-01,47000,578936
2059772,4580 W Short Pl,Denver,CO,80204,39.722674,-105.046139,3,1,5,1025,6750,1953,2016-08-12,231000,2014-06-03,159000,254764
46141166,1714 Grove St,Denver,CO,80204,39.744302,-105.026441,2,2,4,1025,7500,1930,2010-12-10,105000,2010-04-27,240000,594717
184689993,475 Raleigh St,Denver,CO,80204,39.724379,-105.041903,3,1,5,1025,5860,1950,2017-05-11,165100,1992-07-28,46000,244544
51192519,4843 W 10th Ave,Denver,CO,80204,39.733367,-105.049483,2,2,4,1025,12300,1951,2000-10-04,187000,,,340879
45291987,850 Lowell Blvd,Denver,CO,80204,39.730304,-105.034804,3,2,5,1281,6250,1949,2011-10-28,84000,2011-04-18,0,344296
16274905,722 Julian St,Denver,CO,80204,39.72825,-105.030947,2,1,5,770,6260,1941,2003-07-03,187000,2000-12-27,159900,276434
18469132,643 Irving St,Denver,CO,80204,39.726938,-105.030408,2,2,5,1026,6240,1940,2008-10-27,185000,2006-01-30,0,360461
25727745,824 Lipan St,Denver,CO,80204,39.729391,-105.00123,3,1,6,1026,3750,1890,2008-10-03,197000,2002-02-04,167000,392138
8765729,980 Utica St,Denver,CO,80204,39.73271,-105.04478,2,1,5,1026,6500,1952,2007-07-18,95000,2007-02-28,0,310657
9398536,731 Galapago St,Denver,CO,80204,39.727936,-104.99671,2,2,6,1282,3120,1884,2016-02-01,365000,2006-07-06,240000,401463
19081563,1460 Vrain St,Denver,CO,80204,39.739624,-105.046022,2,2,5,1282,6250,1948,2013-07-11,316500,2009-06-18,259000,507583
17750374,1116 Kalamath St,Denver,CO,80204,39.734054,-104.999755,4,1,7,1538,7500,1890,2002-07-05,164900,1999-07-12,58200,488496
7286261,977 Xavier St,Denver,CO,80204,39.732661,-105.050193,2,1,4,771,6050,1952,2006-12-18,94900,2006-04-07,161990,274861
4218861,946 Xavier St,Denver,CO,80204,39.731951,-105.049542,2,1,4,771,6350,1953,2011-08-02,105000,2011-04-19,0,280617
20827339,970 Utica St,Denver,CO,80204,39.73259,-105.044828,3,1,5,1027,6500,1952,2001-12-07,164500,1999-10-29,115900,287816
184292460,1311 Tennyson St,Denver,CO,80204,39.736931,-105.044341,2,2,6,1283,6350,1941,1998-11-23,164900,,,506997
15549682,412 Newton St,Denver,CO,80204,39.723253,-105.036984,3,2,6,1539,6020,2001,2014-08-07,193000,2009-02-11,99000,349465
20827312,837 Lowell Blvd,Denver,CO,80204,39.730446,-105.035442,3,2,5,1795,6270,2011,2016-08-23,410000,2012-04-25,270000,439100
